Date,Close,Close_Lendemain,Rendement
2020-05-18,53.150001525878906,52.34000015258789,-0.015239912512450698
2020-05-19,52.34000015258789,52.900001525878906,0.010699300184532518
2020-05-20,52.900001525878906,52.220001220703125,-0.012854447742182432
2020-05-21,52.220001220703125,52.619998931884766,0.007659856411934699
2020-05-22,52.619998931884766,52.779998779296875,0.00304066610908193
2020-05-26,52.779998779296875,53.20000076293945,0.007957597448966318
2020-05-27,53.20000076293945,53.619998931884766,0.007894702310566402
2020-05-28,53.619998931884766,53.77000045776367,0.002797492145970724
2020-05-29,53.77000045776367,53.060001373291016,-0.013204371925389148
2020-06-01,53.060001373291016,53.279998779296875,0.004146200533583103
2020-06-02,53.279998779296875,53.4900016784668,0.003941495945595314
2020-06-03,53.4900016784668,52.849998474121094,-0.011964912773658522
2020-06-04,52.849998474121094,53.97999954223633,0.02138128856651829
2020-06-05,53.97999954223633,55.099998474121094,0.020748405731430754
2020-06-08,55.099998474121094,54.18000030517578,-0.016696881931447048
2020-06-09,54.18000030517578,54.11000061035156,-0.001291984024177492
2020-06-10,54.11000061035156,51.310001373291016,-0.05174642774860532
2020-06-11,51.310001373291016,51.86000061035156,0.010719142902748864
2020-06-12,51.86000061035156,53.25,0.02680291888332499
2020-06-15,53.25,54.59000015258789,0.025164322114326586
2020-06-16,54.59000015258789,51.52000045776367,-0.05623740037082016
2020-06-17,51.52000045776367,53.689998626708984,0.04211952930249461
2020-06-18,53.689998626708984,54.400001525878906,0.013224118408092473
2020-06-19,54.400001525878906,55.119998931884766,0.013235246062692585
2020-06-22,55.119998931884766,55.189998626708984,0.0012699509466740332
2020-06-23,55.189998626708984,54.439998626708984,-0.013589418711038715
2020-06-24,54.439998626708984,54.529998779296875,0.0016531990238466934
2020-06-25,54.529998779296875,54.18000030517578,-0.006418457398791945
2020-06-26,54.18000030517578,54.7599983215332,0.01070502054430618
2020-06-29,54.7599983215332,55.27000045776367,0.009313406717726675
2020-06-30,55.27000045776367,55.4900016784668,0.003980481615361048
2020-07-01,55.4900016784668,55.939998626708984,0.008109514049930391
2020-07-02,55.939998626708984,56.599998474121094,0.011798352942700777
2020-07-06,56.599998474121094,56.310001373291016,-0.005123623827705082
2020-07-07,56.310001373291016,56.65999984741211,0.006215565007730672
2020-07-08,56.65999984741211,57.529998779296875,0.015354728807407542
2020-07-09,57.529998779296875,57.38999938964844,-0.0024335023921262205
2020-07-10,57.38999938964844,57.0099983215332,-0.006621381288667099
2020-07-13,57.0099983215332,57.20000076293945,0.0033327915628877385
2020-07-14,57.20000076293945,56.619998931884766,-0.010139892016058808
2020-07-15,56.619998931884766,55.81999969482422,-0.01412926973070002
2020-07-16,55.81999969482422,54.900001525878906,-0.016481515119582082
2020-07-17,54.900001525878906,55.400001525878906,0.009107467870730544
2020-07-20,55.400001525878906,55.90999984741211,0.009205745622497293
2020-07-21,55.90999984741211,56.0099983215332,0.0017885615166161077
2020-07-22,56.0099983215332,55.7599983215332,-0.0044634887964973705
2020-07-23,55.7599983215332,55.650001525878906,-0.0019726829082743836
2020-07-24,55.650001525878906,55.34000015258789,-0.005570554623378685
2020-07-27,55.34000015258789,55.349998474121094,0.0001806707897657201
2020-07-28,55.349998474121094,55.70000076293945,0.006323438093354294
