date,headline,sentiment_code,sentiment_label
2025-03-31,In the Studio: Lindy Lee’s Ouroboros,2,Positif
2025-03-31,Voting Rights and Capital,2,Positif
2025-03-31,Transaction in Own Shares,2,Positif
2025-03-28,Elliott Takes Short Position in Shell Amid BP Activist Campaign,2,Positif
2025-03-28,Transaction in Own Shares,2,Positif
