date,headline,sentiment_code,sentiment_label
2025-03-19,SoftBank Group to Acquire Ampere Computing,2,Positif
2025-03-05,SoftBank’s Arm to Drive Malaysia’s $270 Billion Chip Goals,2,Positif
2025-02-12,Japan’s SoftBank reports loss weeks after announcing AI investment with U.S. President Trump,2,Positif
2025-02-06,"OpenAI Eyeing More Data Centers in Texas, Other States For Stargate",2,Positif
2025-02-03,SoftBank and OpenAI set up joint company to push artificial intelligence services,2,Positif
