date,headline,sentiment_code,sentiment_label
2025-03-20,Nigerian Oil Block Winner That Outbid Majors Owned by Tech Firm,2,Positif
2025-03-19,TotalEnergies Eyes Brazil Green Hydrogen for European Refineries,2,Positif
2025-03-14,US Exim Approves $4.7 Billion Loan for Total’s Mozambique LNG,2,Positif
2025-03-12,TotalEnergies’ Mozambique LNG Poised for Decision on $4.7 Billion US Loan,2,Positif
2025-02-18,"TotalEnergies, Air Liquide Plan €600 Million Hydrogen Venture",2,Positif
