date,headline,sentiment_code,sentiment_label
2025-03-31,Nokia and Amazon settle patent dispute over streaming technology,1,Neutre
2025-03-31,Nokia and Amazon settle streaming patent dispute,1,Neutre
2025-03-26,"Amazon’s allure grows with cheaper shares than Apple, Walmart",2,Positif
2025-03-23,UK considers big tech tax changes to appease Donald Trump,2,Positif
2025-03-17,"Mall staple Forever 21 files for bankruptcy protection, again",0,Négatif
