date,headline,sentiment_code,sentiment_label
2025-02-25,Media Industry Majors Select Intertrust to Fuel Secure Fan Marketing Platform,2,Positif
2025-02-08,Sony’s PlayStation Network reports major global outage,0,Négatif
2025-02-08,Sony’s PlayStation Network reports major global outage | CNN Business,2,Positif
