date,headline,sentiment_code,sentiment_label
2025-01-29,ASML CEO Says DeepSeek’s Emergence Is ‘Good News’ for AI,1,Neutre
2025-01-27,"Nvidia, ASML Plunge as DeepSeek Triggers Tech Stock Selloff",0,Négatif
2025-01-27,ASML Earnings Are Make-or-Break for Europe’s Rally in Key Week,2,Positif
2025-01-24,"ASML Outlook Clouded by Intel, Samsung and China Chip Challenges",0,Négatif
